,Text,label
134,I tried investing at 13 too but the bank just gave me a cardboard piggy bank.,0
135,Everytime I watch regular people reaching their potieianl and dreams and makes me feel confident on doint it.,0
136,"his house looks like the meme of a software engineer in silicon valley.  nearly no furniture or decor, and a mattress on the ground.  think we are all interested in how he graduated in only 2 years, yet he explained zero.  he just stacked a ton of classes every semester and went to summer school?  seems really hard and stressful, but well done.",0
137,Can we please have some normal Gen Z's on here??? Someone in college hustling and budgeting super hard is a lot more interesting than people with so much money they can buy whatever they want without thinking about it.,0
138,"I am assuming he took a lot of AP classes in high school. so he doesn't have to do 1st year, go straigh to 2nd courses, then didn't take summer off.Using the summer semesters to finish more classes. therefore he can graduate in 2 years.. bascially, he never had a break for school for 2 years, no summer, no social life. just school, classes. I know ppl did that..",0
139,"I'm sure that's what he did... Probably took APs and community college courses during the end of high school, and berkeley counts a lot of those courses. I have another friend who did the same thing. 

I don't think there's any other way to really graduate in 2 years because there's a max number of credits you can take.",0
140,Seems like he might be over leveraging himself a bit...I love his enthusiasm and spirit,0
141,Which explains why he had to use debt to pay for the air conditioning unit.,0
142,"Property tax and insurance will be part of the mortgage payment (the escrow portion). But vacancy, maintenance, hoa, property mgmt, are not included).",0
143,Yes his housing payment is massive. Only $442 going to savings and investments seems low.,0
144,"Warning, a good daycare in OC is $2,000/mo per kid minimum haha. I have 2, get ready to add $4,000/mo to that budget good Ol Boy!  Welcome to the Thunderdome!",0
145,"Agreed, he’s dreaming",0
146,"I’m sure there’s some sacrifices that need to be done (ie not eating out a lot, not a lot of social gathering to spend money).

With his income level, 20% down payment for a home is FL is smaller compared to 20% down payment in California. Makes sense why he chose the investment property first",0
147,"Yes I noticed this as well. The pie chart said he is only saving and investing $442 a month. But then he said he invests almost $2,800 a month in retirement and non retirement account.",0
148,likewise !,0
149,So do it.,0
150,Crazy. All these strong and independent boss babes in the comments and on TikTok that can't stop crying about it.,0
151,Transfer credits are common. Berkeley also has spring and summer classes.,0
152,"Probably the CC classes in HS, it did say he graduated from Berkeley at 19.",0
153,it's doable.,0
154,"ROCHELLE DUNGCA-SCHREIBER, That's whom i work with",1
155,"What I think everyone need is a Financial Adviser, who can help you get in and out of any investment at any time and you'd sure be in Profit",1
156,No she's not!... Youtube is a public place; i can't drop her information here but You can just put her name on google and you will be directed to her website and drop her your message.,1
157,"I'm surprised you know her too. I've been making a lot of profits learning and investing with her for a few months now. ROCHELLE DUNGCA-SCHREIBER is one of the best mentor/trader I have ever worked with in the past few years, she knows how best to deal with whatever market situation....",1
158,"Hes normal? Just because hes smart and got a good job working for google doesnt make him an anomaly LOL. They have plenty of videos on here of ppl you're asking for..

Just because he had supportive parents, went to berkely(on his own merits), saved his money, and is successful at 22 doesnt mean we should not celebrate him or show him off.",0
159,That’s your opinion,0
160,What is a normal gen z? Poor and underachieving? Please enlighten us,0
161,He can’t buy whatever he wants. You should watch the video instead of just looking at the number in the thumbnail,0
162,"Stop being Insecure Claire, be able to celebrate others.",0
163,I wish I could celebrate the guy and all but cmon you have your parents help at 13. Dude at 18 I was already paying rent and bills you think my parents set me up for life. Sometimes you don’t want to be jealous or envious of others but it’s very difficult to do so when other families are doing what you wish your parents should have been doing,0
164,He did hustle. It's no small feat to graduate in 2 years. Study hard in a technical field and you can end up like him,0
165," @edercortes1960 you’re playing the wrong game w this mentality my guy. You’re basing success by comparing yourself to others. You have to define success for yourself, so sure you can’t change your past but you DO have control over your life NOW, so how will you succeed? This guy is no different than you and I, this is just his story. And he saw success as making investments, whereas other people see success w material gain, higher status, healthy families, healthy weight etc. there’s no need to feel envy, we all are in different chapters, in different books. We can’t all have the same story",0
166,Aww what’s wrong Clare bear?😢Does Mr. Nguonly make you feel bad about your lack of accomplishments in life?😢🤡,0
167, @jw6451 right??😂😂😂😂,0
168,This is normal at least amongst my friendship group,0
169," @edercortes1960  the thing is, even though your parents didn’t set you up for success at a young age for whatever reason that’s what they chose to do, their actions led to them to not being able or care to to think proactively about their children, but if you think about it in a more accountable way you could just use your less than ideal upbringing from your parents as fuel to make sure your kids get the things you didn’t get growing up. It’s a gift to be able to make a difference in someone’s life",0
170,⁠ @foushoo  🙌🏼 nicely said!,0
171,Imagine aspiring to look at people struggling instead of being motivated by people your age😂,0
172,😂😂😂😂😂😂 reading that hurt. So much salt,0
173,"Great episode, great guy  🔥",0
174,"If I were him, I would keep my job at Google!!",0
175,"A friend of mine makes the exact sum. But that dude lives between Indonesia and Spain throughout the year. Now that dude’s life is awesome. He might’ve made over 200k last year as well, I’m not sure though.",0
176,"I live here in O.C also. This is not an usual story, I'm also Asian. Our family structure is just that, structured. Some are critical, ""helicopter"" parents etc....but in the super competitive and SUPER expensive S. CA it's almost a necessity. As crazy as it sounds, $194K @ year does NOT make you rich in O.C, merely comfortable. I'm older than him and have been making 6 figures for years but am just middle-of-the-road here in O.C. It's worth it though, I think.",0
177,Wow what an organized sorted young man. The sky and beyond is waiting for him!,0
178,Great young man… he just so much of an outlier that it’s hard for me to connect with him at 25.,0
179,"His math makes no sense..graduated two years early so he’s been working for 2 years. He’s made like $400k max pre tax and somehow he has two houses, 115k in investments, and has lost $80k in crypto. He either comes from a lot of money and his parents have helped him out significantly or he’s lying",0
180,This kid is Cambodian. Props to him for defying the odds.,0
181,Really smart kid!,0
182,Everyones Journey is different. The key of everything is having a plan.,0
183,"Most people venture into crypto to be wealthy,meanwhile I just want to be debt free.",1
184,"""Googler"" is misleading; sounds like a secret shopper lol

He's a SOFTWARE ENGINEER.

He's earned that.",0
185,"After taxes if he is investing $22,500 in 401k, his take home pay is only $9300. If he owns two homes, he is playing a little risky. Good luck!",0
186,Proud of you!!,0
187,"Love this! Just one thing - get into the credit card hacking game for the travel, it's a game changer!",0
188,I wish I could have had him as my financial advisor 😅,0
189,Google needs a health wellness class.,0
190,Wow! Very impressive young man.,0
191,I am asian and similar. I invested from age 10. I was a software engineer and before I turned 30 I become a decamillionaire. I also live in California.,0
192,Brilliant young man!,0
193,"He didn't say he's resigning! Besides, in the tech industry, pretty much no one stays at one company for more than a few years.",0
194, @prakash_77  I've been at the same company almost 20 years!!🤔,0
195,"Nah it adds up. 2 houses he's paying mortgage on, doesn't say how much down. Stock market has done well. With maxing out 401k(+ matching)/ira, 115k is very achievable. $80k crypto ""loss"" isn't specifying realized loss of $80k. Dude's smart and makes good income. Didn't need parents with good finances to achieve any of that.",0
196,"He definitely benefitted from financial support to achieve this. That doesn't take away from his accomplishments, he's doing insanely well, but there's no way he'd be in the exact position he's in today without the support he received. It's a whole different financial situation when you have to pay for food, rent, tuition, car payment instead of getting to save nearly 100% of your income.",0
197,"Invest in one of these!
Real estate 
Crypto 
Stock 
Gold",1
198,"Investing in crypto is the most profitable investment due to its current rise, huge profits and future benefits.",1
199,When you invest in crypto you are buying days you don't need to work,1
200,"Unfortunately The majority of individuals seem unaware of and careless when it comes to investing, despite the fact that it should be the best thing a person can do for himself. My gains from stocks and cryptocurrencies are still having a significant impact on my fortune. So I have no inclination to rely entirely on my pay or to wait for the market to go up.",1
201,I'm enjoying working under a platform that brings good returns in my life and I've been making my weekly returns without stress all in crypto,1
202,Crypto currency will outsmart the banking system in the nearest future serving as a global fiat. Already making over 85% profit from my investment,1
203,"Now is the best time to purchase and invest in bitcoin, stop procastinating",1
204,"I'm new to bitcoin trading, how can I go about it or is there anyone you can refer?? 🙏🙏",1
205,90% of millionaires right now are investors in cryptO market.,1
206,I'm pretty there is a health and wellness class,0
207,"why, because he is over weight?  i think most of the google campuses have gyms and healthy food options",0
208,Don't max out 401K in the beginning of the year if your employer offers  you match. You're missing out on free money.,0
209,He is IMPRESSIVE !,0
210,bright hard working asian boy! mad respect for his strong financial and life planning mind set!,0
211,"Over $9K for one person in CA??
We are spending more than that but we are a family with 2 kids in an expensive area too in CA.",0
212,Super smart kid making the right decisions at a young age. Humble. Driven. Proud of this dude 🤙🏽,0
213,"With his current strategy, my rough calculation is he’ll have $1.3M by 35 🤔 He’ll have to marry another googler with a similar salary to afford those kids at age 25. Also, make an emergency fund for the love of credit card debt!",0
214,There’s more to life than money.,0
215,"It goes without saying, but he’s truly a very impressive young man. I wish I had nearly as much wisdom and common sense when I was 22. I wish him well and am sure he’ll go far in life.",0
216,Good job!,0
217,Can we see someone with a reasonable salary and a normal job living in LA who doesn’t make 6 figures?,0
218,"this is so awesome, doing big things! 

from a fellow berkeley grad and googler :)",0
219,"Even with the bad economic, My life has totally changed since I started with $5,000 and now I make $78,700 every 14days, I can afford any car or house of my choice right now ….,God bless Mrs Eleanor Nelson",1
220,Extremely smart and disciplined young man,0
221,Well done!,0
222,"It’s funny how he is so diligent since a young age with investing and owning properties yet he chose the path of a employee instead of an entrepreneur. This is what school does for you, make you a good, reliable worker.",0
223,This young man has it all figured out and he's so bright!! And he's Khmer!! Khmer-American Pride! So proud of you! Please help our younger and older Khmer-Americans too!,0
224,If he moved to Thailand he will live like a king,0
225,This guy is unreal! Congratulations sir!,0
226,God Bless him,0
227,"Of course...if I could live with my parents rent free, bill free, and make a 6 figure salary, I would be able to buy multiple properties too..",0
228,underrated comment,0
229,"My last employer did require spreading the match over the entire year. My current employer allows frontloading of the match, so it does depend on the company’s 401(k) plan.",0
230,"If you're plan has a ""true up"" the front load is best. I get a true up payment every march of the following year when I front load.",0
231,"Not always. It depends on the plan.
I set percentage by dividing my base salary by the 401k limit, then rounding up to the next whole percentage point. Right now that works out to 19%. It means that I usually hit the max in early December. So I miss some matching.

However, my company gives me a true in in June of the next year. They give me what I missed by hitting the 401k limit before the final paycheck of the year.

If there is a bonus paid, then I hit the max earlier. But I set it to make sure I hit the max even without a bonus.

I don't like the idea of front-loading the 401k contributions to early in the year. First, I need some money to live on and to pay bills for the first quarter of the year. Next, by buying shares every two weeks, I get dollar cost averaging.",0
232," @yankinwaoz  you still get dollar cost avg if you front load, it's just on a different time interval. The idea with front load is that ""time in the market"" is the more important metric. But personally I don't think it's that much of a big deal. I try to complete 401k contributions by mid-year, and the main reason I do this is (a) get it out of the way early (b) if I have to change jobs or become unemployed towards the end of the year it will have no impact on maxing for that year.",0
233,Well 6k of that is towards his residence and rental property it said,0
234,"This young stud isn't footing the bill for day car yet. I live in OC, a good daycare full time for two kids is $4,000/mo.",0
235,Keep in mind $194K in CA only nets you about $11k/mo.,0
236,That's because he bought a home in 2023 with a 7+% mortgage.,0
237,How so only 1.3M?,0
238," @UgurDinch  I gathered he was saving about $2,800/month for retirement starting with $115,000 saved. 13 years @~10% returns (optimisticly) would be about $1.3M. Yes, there will be raises, but my guess is that will be offset by lifestyle creep, plus the expense of additional properties every 1-2 years.",0
239,He’ll have way more than $1.3M by then,0
240, @tranfan  👍🏼,0
241,Four years of undergrad life is one of the most valuable moments but he just skipped through it with two years,0
242,True but money is a big part of life,0
243,"​ @aufgeschlossen5110 what do most people do with 4years of ""undergrad experience""? Go into debt while training to become an alcoholic?",0
244,"He's working to buy his time back and spend it with family, seems like he understands this",0
245,"""broke n***as say money isn't everything""",0
246,"Ummm, jealous??",0
247,That's what a person with a poor mindset would say.,0
248, @lifeisbeautiful6411  That’s one of his intention. To make people jealous.  So sad.,0
249,It’s called life balance.  Something that lots of people don’t understand until they get old.,0
250," @lehsu  Brother/sister I think we should work hard enough to make ourselves proud. It's upto the people that whether they are being jealous or getting inspired. I'm getting really inspired by him, but jealous. Not at all",0
251,"Are you a SWE?

Are they hiring remote data engineers? I worked as TVC for a few months 😛",0
252,The wisest thing that should be on everyone's mind currently should be to invest in different streams of income that doesn't depend on the govt. Especially with the current economic crisis around the world. I recommend Mrs Eleanor 🇺🇸,1
